record_type,query_id,date,source,query,url,title,returned_count,decision,exclusion_reason,access_status,study_id,raw_record,notes
search_return,HC-Q01,2026-09-14,web.search,"""10.3390/atmos11040412""",https://www.grafiati.com/en/literature-selections/sun-and-beach-tourism/journal/,Journal articles: 'Sun-and-beach tourism' – Grafiati,18,excluded_listing,논문 자체가 아닌 목록/인물/검색/특집 페이지,search_return_only,,search_records/HC-Q01.json#result-11,
search_return,HC-Q01,2026-09-14,web.search,"""10.3390/atmos11040412""",https://www.grafiati.com/en/literature-selections/tourism-barbados/journal/,Journal articles: 'Tourism – Barbados' – Grafiati,18,excluded_listing,논문 자체가 아닌 목록/인물/검색/특집 페이지,search_return_only,,search_records/HC-Q01.json#result-12,
search_return,HC-Q01,2026-09-14,web.search,"""10.3390/atmos11040412""",https://jfab.journals.ekb.eg/article_405172_03824732df60d0a464d8451419d4aa0a.pdf,جامع         ة بنها                                                     كلية اآلداب,18,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q01.json#result-13,
search_return,HC-Q01,2026-09-14,web.search,"""10.3390/atmos11040412""",https://scispace.com/papers/an-inter-comparison-of-the-holiday-climate-index-hci-beach-48kqqez4hg,(Open Access) An Inter-Comparison of the Holiday Climate Index (HCI:Beach) and the Tourism Climate Index (TCI) to Explain Canadian Tourism Arrivals to the Caribbean (2020) | Michelle Rutty | 94 Citations,18,linked_to_included_study,선정 연구의 검색 반환/서지 사본; 접근 단계는 별도 행 참조,search_return_only,HC-S01,search_records/HC-Q01.json#result-14,
search_return,HC-Q01,2026-09-14,web.search,"""10.3390/atmos11040412""",https://www.tandfonline.com/doi/abs/10.1080/09669582.2025.2573708,Full article: Tourism dependency and extreme weather: developing tourism extreme weather exposure indices for Denmark,18,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q01.json#result-15,
search_return,HC-Q01,2026-09-14,web.search,"""10.3390/atmos11040412""",https://www.jccr.re.kr/xml/42629/42629.pdf,"Journal of Climate Change Research 2024, Vol. 15, No. 5-1, pp. 635~652",18,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q01.json#result-16,
search_return,HC-Q01,2026-09-14,web.search,"""10.3390/atmos11040412""",https://hrcak.srce.hr/file/457764,Célia M.Q. Ramos / Adolfo Vanti / Pedro Solana-González,18,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q01.json#result-17,
search_return,HC-Q01,2026-09-14,web.search,"""10.3390/atmos11040412""",https://mdpi-res.com/d_attachment/atmosphere/atmosphere-14-01306/article_deploy/atmosphere-14-01306.pdf,Microsoft Word - atmosphere-2547660-fc done.docx,18,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q01.json#result-18,
search_return,HC-Q02,2026-09-14,web.search,beach thermal comfort stated preference observed attendance weather swimming Rutty Scott,https://pubmed.ncbi.nlm.nih.gov/24671407/,Bioclimatic comfort and the thermal perceptions and preferences of beach tourists - PubMed,14,linked_to_included_study,선정 연구의 검색 반환/서지 사본; 접근 단계는 별도 행 참조,search_return_only,HC-S03,search_records/HC-Q02.json#result-1,
search_return,HC-Q02,2026-09-14,web.search,beach thermal comfort stated preference observed attendance weather swimming Rutty Scott,https://www.researchgate.net/publication/261139099_Bioclimatic_comfort_and_the_thermal_perceptions_and_preferences_of_beach_tourists,(PDF) Bioclimatic comfort and the thermal perceptions and preferences of beach tourists,14,linked_to_included_study,선정 연구의 검색 반환/서지 사본; 접근 단계는 별도 행 참조,search_return_only,HC-S03,search_records/HC-Q02.json#result-2,
search_return,HC-Q02,2026-09-14,web.search,beach thermal comfort stated preference observed attendance weather swimming Rutty Scott,https://uwspace.uwaterloo.ca/bitstream/handle/10012/8500/Rutty_Michelle.pdf,Weather and Climate for Coastal Tourism,14,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q02.json#result-3,
search_return,HC-Q02,2026-09-14,web.search,beach thermal comfort stated preference observed attendance weather swimming Rutty Scott,https://tkp.tourism.gov.za/ResearchRepo/Shared%20Documents/A%20Comparative%20Provincial%20Analysis%20of%20Coastal%20and%20Marine%20Tourism%20%28CMT%29%20Visitor%20Profiles%20and%20Perceptions%20in%20South%20Africa.pdf,therefore important to examine tourist perceptions to better understand their responses to changes and adaptation measures they are likely to embrace.,14,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q02.json#result-4,
search_return,HC-Q02,2026-09-14,web.search,beach thermal comfort stated preference observed attendance weather swimming Rutty Scott,https://uwaterloo.ca/scholar/dj2scott/publications/bioclimatic-comfort-and-thermal-perceptions-and-preferences-beach-tourists,Bioclimatic comfort and the thermal perceptions and preferences of beach tourists | Daniel Scott | University of Waterloo,14,linked_to_included_study,선정 연구의 검색 반환/서지 사본; 접근 단계는 별도 행 참조,search_return_only,HC-S03,search_records/HC-Q02.json#result-5,
search_return,HC-Q02,2026-09-14,web.search,beach thermal comfort stated preference observed attendance weather swimming Rutty Scott,https://pmc.ncbi.nlm.nih.gov/articles/PMC7406217/,A comparison of the holiday climate index:beach and the tourism climate index across coastal destinations in China - PMC,14,linked_to_included_study,선정 연구의 검색 반환/서지 사본; 접근 단계는 별도 행 참조,search_return_only,HC-S10,search_records/HC-Q02.json#result-6,
search_return,HC-Q02,2026-09-14,web.search,beach thermal comfort stated preference observed attendance weather swimming Rutty Scott,https://uwaterloo.ca/scholar/dj2scott/node/8612,Bioclimatic comfort and the thermal perceptions and preferences of beach tourists | Daniel Scott | University of Waterloo,14,linked_to_included_study,선정 연구의 검색 반환/서지 사본; 접근 단계는 별도 행 참조,search_return_only,HC-S03,search_records/HC-Q02.json#result-7,
search_return,HC-Q02,2026-09-14,web.search,beach thermal comfort stated preference observed attendance weather swimming Rutty Scott,https://openresearch.surrey.ac.uk/esploro/outputs/journalArticle/An-Inter-Comparison-of-the-Holiday-Climate/99817745102346,An Inter-Comparison of the Holiday Climate Index (HCI:Beach) and the Tourism Climate Index (TCI) to Explain Canadian Tourism Arrivals to the Caribbean - University of Surrey,14,duplicate_url,이미 반환된 URL; 독립 논문/표본으로 합산하지 않음,search_return_only,HC-S01,search_records/HC-Q02.json#result-8,
search_return,HC-Q02,2026-09-14,web.search,beach thermal comfort stated preference observed attendance weather swimming Rutty Scott,https://ams.confex.com/ams/ICB2014/webprogram/Paper254504.html,Abstract: Bioclimatic comfort of coastal tourists (20th International Congress of Biometeorology (28 September–2 October 2014)),14,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q02.json#result-9,
search_return,HC-Q02,2026-09-14,web.search,beach thermal comfort stated preference observed attendance weather swimming Rutty Scott,https://www.sciencedirect.com/science/article/abs/pii/S0360132323000665,"Field assessments of mean radiant temperature estimation methods at beach areas: A case study of Hailing Island, China - ScienceDirect",14,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q02.json#result-10,
search_return,HC-Q02,2026-09-14,web.search,beach thermal comfort stated preference observed attendance weather swimming Rutty Scott,https://www.researchgate.net/publication/299498662_Weather_sensitivity_for_zoo_visitation_in_Toronto_Canada_a_quantitative_analysis_of_historical_data,"(PDF) Weather sensitivity for zoo visitation in Toronto, Canada: a quantitative analysis of historical data",14,excluded_scope,제목/검색 맥락상 대상 물활동·환경 결과와 무관하거나 관광 홍보,search_return_only,,search_records/HC-Q02.json#result-11,
search_return,HC-Q02,2026-09-14,web.search,beach thermal comfort stated preference observed attendance weather swimming Rutty Scott,https://independent.academia.edu/MichelleRutty?swp=tc-au-12486792,Michelle Rutty - Independent Researcher,14,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q02.json#result-12,
search_return,HC-Q02,2026-09-14,web.search,beach thermal comfort stated preference observed attendance weather swimming Rutty Scott,https://www.gov.scot/publications/value-bathing-waters-influence-bathing-water-quality-final-research-report/pages/5/,3. Methodology - Value of bathing waters and influence of bathing water quality: final research report - gov.scot,14,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q02.json#result-13,
search_return,HC-Q02,2026-09-14,web.search,beach thermal comfort stated preference observed attendance weather swimming Rutty Scott,https://pubmed.ncbi.nlm.nih.gov/31522261/,Development of a data-driven weather index for beach parks tourism.,14,linked_to_included_study,선정 연구의 검색 반환/서지 사본; 접근 단계는 별도 행 참조,search_return_only,HC-S06,search_records/HC-Q02.json#result-14,
search_return,HC-Q03,2026-09-14,web.search,한국 해수욕장 기상 열쾌적성 선호 관광 기후 지수 연구,https://www.youtube.com/watch?v=L9S3yXa7Jmw,"[Never Ending Korea with PARK BO GUM] - One Day, Korea Came to Me(Official Short Film) - YouTube",24,excluded_scope,제목/검색 맥락상 대상 물활동·환경 결과와 무관하거나 관광 홍보,search_return_only,,search_records/HC-Q03.json#result-1,
search_return,HC-Q03,2026-09-14,web.search,한국 해수욕장 기상 열쾌적성 선호 관광 기후 지수 연구,https://www.youtube.com/watch?v=6BdrKjSMBJY,[Never Ending Korea with PARK BO GUM] - On My Way (Official MV) - YouTube,24,excluded_scope,제목/검색 맥락상 대상 물활동·환경 결과와 무관하거나 관광 홍보,search_return_only,,search_records/HC-Q03.json#result-2,
search_return,HC-Q03,2026-09-14,web.search,한국 해수욕장 기상 열쾌적성 선호 관광 기후 지수 연구,https://jccr.re.kr/_common/do.php?a=full&aidx=36551&b=12&bidx=3287,The Korean Society of Climate Change Research,24,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q03.json#result-3,
search_return,HC-Q03,2026-09-14,web.search,한국 해수욕장 기상 열쾌적성 선호 관광 기후 지수 연구,https://jccr.re.kr/xml/36551/36551.pdf,DBPIA-NURIMEDIA,24,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q03.json#result-4,
search_return,HC-Q03,2026-09-14,web.search,한국 해수욕장 기상 열쾌적성 선호 관광 기후 지수 연구,https://jccr.re.kr/_PR/view/?aidx=44958&bidx=4063,기후 요소가 관광·레저 활동 유형별 수요에 미치는 영향,24,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q03.json#result-5,
search_return,HC-Q03,2026-09-14,web.search,한국 해수욕장 기상 열쾌적성 선호 관광 기후 지수 연구,https://jccr.re.kr/_PR/view/?aidx=36551&bidx=3287,기후변화가 해안 관광목적지에 미치는 영향 분석 : 해수욕장의 활동선호일수 및 침수지역 변화를 중심으로,24,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q03.json#result-6,
search_return,HC-Q03,2026-09-14,web.search,한국 해수욕장 기상 열쾌적성 선호 관광 기후 지수 연구,https://prof.sejong.ac.kr/moonsoo/resource-links/notice.do?articleNo=9324&attachNo=2621&mode=download,기상 R&D 동향분석보고서 2025-2호,24,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q03.json#result-7,
search_return,HC-Q03,2026-09-14,web.search,한국 해수욕장 기상 열쾌적성 선호 관광 기후 지수 연구,https://jccr.re.kr/_common/do.php?a=full&aidx=44958&b=42&bidx=4063,The Korean Society of Climate Change Research,24,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q03.json#result-8,
search_return,HC-Q03,2026-09-14,web.search,한국 해수욕장 기상 열쾌적성 선호 관광 기후 지수 연구,https://www.fsc.go.kr/no010102/86339,보도설명자료 - 위원회 소식 - 알림마당 - 금융위원회,24,excluded_scope,제목/검색 맥락상 대상 물활동·환경 결과와 무관하거나 관광 홍보,search_return_only,,search_records/HC-Q03.json#result-9,
search_return,HC-Q03,2026-09-14,web.search,한국 해수욕장 기상 열쾌적성 선호 관광 기후 지수 연구,https://insight.goover.ai/report/202606/go-public-report-ko-6394512f-1bc5-4aa9-bb7e-b2eda9805791-0-0.html,초여름 무더위와 인파 집중: 조기 폭염에 따른 전국 관광지 대응과 미래 전략,24,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q03.json#result-10,
search_return,HC-Q03,2026-09-14,web.search,한국 해수욕장 기상 열쾌적성 선호 관광 기후 지수 연구,https://file-cdn.bok.or.kr/ucms/9237a287456e5709e481c0831d83386e/1/tempFile.pdf?token=%5BREDACTED_PUBLIC_SEARCH_PARAMETER%5D,강원도 기후·기상 특성을 고려한 관광기반,24,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q03.json#result-11,
search_return,HC-Q03,2026-09-14,web.search,한국 해수욕장 기상 열쾌적성 선호 관광 기후 지수 연구,https://kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002309850,국내 저비용항공사의 사전지식과 서비스품질이 고객만족과 재이용의도에 미치는 영향,24,excluded_scope,제목/검색 맥락상 대상 물활동·환경 결과와 무관하거나 관광 홍보,search_return_only,,search_records/HC-Q03.json#result-12,
search_return,HC-Q03,2026-09-14,web.search,한국 해수욕장 기상 열쾌적성 선호 관광 기후 지수 연구,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002923550,"수영지도자 자격 운영체계 선진사례 비교 연구 : 일본, 호주, 미국을 중심으로",24,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q03.json#result-13,
search_return,HC-Q03,2026-09-14,web.search,한국 해수욕장 기상 열쾌적성 선호 관광 기후 지수 연구,https://www.pps.go.kr/kor/content.do?key=00736,외자구매절차 | 조달청,24,excluded_scope,제목/검색 맥락상 대상 물활동·환경 결과와 무관하거나 관광 홍보,search_return_only,,search_records/HC-Q03.json#result-14,
search_return,HC-Q03,2026-09-14,web.search,한국 해수욕장 기상 열쾌적성 선호 관광 기후 지수 연구,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002671875,Z세대의 스포츠 현장관람에 관한 탐색적 연구 : 한국 및 중국 대학생을 중심으로,24,excluded_scope,제목/검색 맥락상 대상 물활동·환경 결과와 무관하거나 관광 홍보,search_return_only,,search_records/HC-Q03.json#result-15,
search_return,HC-Q03,2026-09-14,web.search,한국 해수욕장 기상 열쾌적성 선호 관광 기후 지수 연구,https://kiss.kstudy.com/Detail/Ar?key=3943583,기후변화에 따른 미세먼지 대기질 변화 추정 및 관련 정책 지원 연구 - 기후환경정책연구 - 한국환경연구원 - KISS,24,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q03.json#result-16,
search_return,HC-Q03,2026-09-14,web.search,한국 해수욕장 기상 열쾌적성 선호 관광 기후 지수 연구,https://eiec.kdi.re.kr/policy/domesticView.do?ac=0000175132,외국인 관광객 선호 K-상품군 조사 | 국내연구자료 | KDI 경제교육·정보센터,24,excluded_scope,제목/검색 맥락상 대상 물활동·환경 결과와 무관하거나 관광 홍보,search_return_only,,search_records/HC-Q03.json#result-17,
search_return,HC-Q03,2026-09-14,web.search,한국 해수욕장 기상 열쾌적성 선호 관광 기후 지수 연구,https://arxiv.org/abs/2205.10019,Translating Hanja Historical Documents to Contemporary Korean and English,24,excluded_scope,제목/검색 맥락상 대상 물활동·환경 결과와 무관하거나 관광 홍보,search_return_only,,search_records/HC-Q03.json#result-18,
search_return,HC-Q03,2026-09-14,web.search,한국 해수욕장 기상 열쾌적성 선호 관광 기후 지수 연구,https://www.kiep.go.kr/galleryDownload.es?bid=0001&list_no=2404&seq=1,<B5A5C0CCC5CD20B0E6C1A6C0C720BCBAC0E5B0FA20B9ABBFAABFA120B0FCC7D120BFACB1B82DC3D6C1BEC6EDC1FDBABB2E687770>,24,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q03.json#result-19,
search_return,HC-Q03,2026-09-14,web.search,한국 해수욕장 기상 열쾌적성 선호 관광 기후 지수 연구,https://kr.object.gov-ncloudstorage.com/open-bucket/boards/1636086818736-2021%EB%B9%85%EB%8D%B0%EC%9D%B4%ED%84%B0%ED%94%8C%EB%9E%AB%ED%8F%BC%EC%84%BC%ED%84%B0_%EC%B5%9C%EC%A2%85.pdf,플랫폼 & 센터,24,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q03.json#result-20,
search_return,HC-Q03,2026-09-14,web.search,한국 해수욕장 기상 열쾌적성 선호 관광 기후 지수 연구,https://arxiv.org/abs/2104.14528,GasHis-Transformer: A Multi-scale Visual Transformer Approach for Gastric Histopathological Image Detection,24,excluded_scope,제목/검색 맥락상 대상 물활동·환경 결과와 무관하거나 관광 홍보,search_return_only,,search_records/HC-Q03.json#result-21,
search_return,HC-Q03,2026-09-14,web.search,한국 해수욕장 기상 열쾌적성 선호 관광 기후 지수 연구,https://arxiv.org/abs/1001.2106,Hi-GAL: the Herschel infrared Galactic Plane Survey,24,excluded_scope,제목/검색 맥락상 대상 물활동·환경 결과와 무관하거나 관광 홍보,search_return_only,,search_records/HC-Q03.json#result-22,
search_return,HC-Q03,2026-09-14,web.search,한국 해수욕장 기상 열쾌적성 선호 관광 기후 지수 연구,https://files-scs.pstatic.net/2024/12/09/GrnOPrlVnd/%EC%A3%BC%EC%B2%A0%EA%B4%80%ED%95%B8%EB%93%9C%EB%B6%81%282020%EB%85%84%ED%8C%90%29.pdf,주철관(핸드북)001-091,24,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q03.json#result-23,
search_return,HC-Q03,2026-09-14,web.search,한국 해수욕장 기상 열쾌적성 선호 관광 기후 지수 연구,https://arxiv.org/abs/1306.4306,Ballistic spreading of entanglement in a diffusive nonintegrable system,24,excluded_scope,제목/검색 맥락상 대상 물활동·환경 결과와 무관하거나 관광 홍보,search_return_only,,search_records/HC-Q03.json#result-24,
search_return,HC-Q04,2026-09-14,exa.search,category:research paper field surveys thermal comfort climate preferences beach tourists Rutty Scott 2014 2015,https://doi.org/10.1007/s00484-014-0820-x,Bioclimatic comfort and the thermal perceptions and preferences of beach tourists,8,linked_to_included_study,선정 연구의 검색 반환/서지 사본; 접근 단계는 별도 행 참조,search_return_only,HC-S03,search_records/HC-Q04.json#result-1,
search_return,HC-Q04,2026-09-14,exa.search,category:research paper field surveys thermal comfort climate preferences beach tourists Rutty Scott 2014 2015,https://doi.org/10.3354/cr01183,Differential climate preferences of international beach tourists,8,linked_to_included_study,선정 연구의 검색 반환/서지 사본; 접근 단계는 별도 행 참조,search_return_only,HC-S02,search_records/HC-Q04.json#result-2,
search_return,HC-Q04,2026-09-14,exa.search,category:research paper field surveys thermal comfort climate preferences beach tourists Rutty Scott 2014 2015,https://doi.org/10.1080/14616688.2014.932833,Thermal range of coastal tourism resort microclimates,8,linked_to_included_study,선정 연구의 검색 반환/서지 사본; 접근 단계는 별도 행 참조,search_return_only,HC-S13,search_records/HC-Q04.json#result-3,
search_return,HC-Q04,2026-09-14,exa.search,category:research paper field surveys thermal comfort climate preferences beach tourists Rutty Scott 2014 2015,https://www.kiphub.com/paper/61e50b35f3abe87e2df6350e,Bioclimatic comfort and the thermal perceptions and preferences of beach tourists. | Free PDF Download | Read Online - KipHub Scholarly,8,linked_to_included_study,선정 연구의 검색 반환/서지 사본; 접근 단계는 별도 행 참조,search_return_only,HC-S03,search_records/HC-Q04.json#result-4,
search_return,HC-Q04,2026-09-14,exa.search,category:research paper field surveys thermal comfort climate preferences beach tourists Rutty Scott 2014 2015,https://ams.confex.com/ams/ICB2014/webprogram/Paper254504.html,Abstract: Bioclimatic comfort of coastal tourists (20th International Congress of Biometeorology (28 September–2 October 2014)),8,duplicate_url,이미 반환된 URL; 독립 논문/표본으로 합산하지 않음,search_return_only,,search_records/HC-Q04.json#result-5,
search_return,HC-Q04,2026-09-14,exa.search,category:research paper field surveys thermal comfort climate preferences beach tourists Rutty Scott 2014 2015,http://hdl.handle.net/10012/8500,Weather and Climate for Coastal Tourism,8,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q04.json#result-6,
search_return,HC-Q04,2026-09-14,exa.search,category:research paper field surveys thermal comfort climate preferences beach tourists Rutty Scott 2014 2015,https://dam-oclc.bac-lac.gc.ca/download?fileName=Rutty_Michelle.pdf&id=73bd3b1f-2c30-4b7c-90eb-77bae39a2646&is_thesis=1&oclc_number=892194174,[PDF] Weather and Climate for Coastal Tourism - bac-lac.gc.ca,8,not_extracted_candidate,관련 가능 반환; 우선 원연구·직접 결과 중심 범위에서 추가 원문 검토하지 않음,search_return_only,,search_records/HC-Q04.json#result-7,
search_return,HC-Q04,2026-09-14,exa.search,category:research paper field surveys thermal comfort climate preferences beach tourists Rutty Scott 2014 2015,https://d.docksci.com/bioclimatic-comfort-and-the-thermal-perceptions-and-preferences-of-beach-tourist_5af151a9d64ab2e14cc0260f.html,Bioclimatic comfort and the thermal perceptions and preferences of beach tourists. - PDF Download Free,8,linked_to_included_study,선정 연구의 검색 반환/서지 사본; 접근 단계는 별도 행 참조,search_return_only,HC-S03,search_records/HC-Q04.json#result-8,
search_return,HC-Q05,2026-09-14,exa.search,category:research paper Korea outdoor thermal comfort beach visitors weather temperature humidity field survey,https://www.koreascience.kr/article/JAKO201627037746173.page?lang=en,"Human Thermal Sensation and Comfort of Beach Areas in Summer - Woljeong-ri Beach, Gujwa-eup, Jeju-si, Jeju Special Self-Governing Province -
				-Journal of the Korean Institute of Landscape Architecture
			
		
	 | Korea Science",8,linked_to_included_study,선정 연구의 검색 반환/서지 사본; 접근 단계는 별도 행 참조,search_return_only,HC-S05,search_records/HC-Q05.json#result-1,
search_return,HC-Q05,2026-09-14,exa.search,category:research paper Korea outdoor thermal comfort beach visitors weather temperature humidity field survey,https://www.happycampus.com/paper-doc/32258334/,여름철 해변지역의 인간 열환경지수 및 열쾌적성 - 제주특별자치도 제주시 구좌읍 월정리 해변 - 논문,8,linked_to_included_study,선정 연구의 검색 반환/서지 사본; 접근 단계는 별도 행 참조,search_return_only,HC-S05,search_records/HC-Q05.json#result-2,
